StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q10 CONTROL,Q11 SPLIT,Q12 FREE ALLOCATION_1,Q12 FREE ALLOCATION_2,Q12 FREE ALLOCATION_5,Q14,Q44,Q29,Q30,Q51,Q52,Q52_4_TEXT,Q50,Q3,Q24 Sharma/Morwitz,Q15,Q16,Q17,Q25,Q26,Q46,Q47,Q48,Q49,Q39,Q40,Q41,Q42,Q20,Q21,Q22,Q23,Q27_1,Q28_1,Q28_2,Q28_3,PROLIFIC_PID,AMF
2024-03-04 14:50:18,2024-03-04 14:57:44,IP Address,75.137.195.29,100,445,True,2024-03-04 14:57:44,R_69gekQxdAPdUb4p,,,,,33.8941,-87.1666,anonymous,EN,1,YES,,,50,25,25,50,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Female,,White or Caucasian,64345edc0fd9813bdd9ef181,Very much so,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100,100,100,100,64345edc0fd9813bdd9ef181,Against Malaria Foundation
2024-03-04 14:52:28,2024-03-04 14:57:44,IP Address,108.225.9.236,100,315,True,2024-03-04 14:57:44,R_6YJH6q4MNYJbRQs,,,,,33.8951,-118.291,anonymous,EN,0.8999999761581421,YES,Donate all to United to Beat Malaria,,,,,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,Asian,65cfb1c43a3cbbfe8ec1debb,-,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,,,,,,,,45,,,66,65cfb1c43a3cbbfe8ec1debb,Against Malaria Foundation
2024-03-04 14:54:00,2024-03-04 14:57:46,IP Address,73.145.247.217,100,225,True,2024-03-04 14:57:47,R_1zeIBmBI9heYqWY,,,,,42.3575,-83.2162,anonymous,EN,0.8999999761581421,YES,,,25,50,25,50,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,,,"White or Caucasian,Asian",65989513640b25ce09300abc,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,83,93,92,92,65989513640b25ce09300abc,Against Malaria Foundation
2024-03-04 14:53:01,2024-03-04 14:57:51,IP Address,174.243.151.223,100,289,True,2024-03-04 14:57:51,R_6xLQlw6hewlPV1M,,,,,34.0447,-118.2946,anonymous,EN,0.8999999761581421,YES,,Donate all to Against Malaria Foundation,,,,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,Other,63fb73b8e64f455117b045b9,-,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,100,,63fb73b8e64f455117b045b9,Against Malaria Foundation
2024-03-04 14:50:26,2024-03-04 14:57:51,IP Address,72.255.146.159,100,445,True,2024-03-04 14:57:52,R_6PZbvZb538DYMHg,,,,,48.3711,-107.8436,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,100,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,5fb9b9c1c62f408e51e09e32,Very much so,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,90,,100,,5fb9b9c1c62f408e51e09e32,Against Malaria Foundation
2024-03-04 14:52:50,2024-03-04 14:57:53,IP Address,50.38.14.42,100,303,True,2024-03-04 14:57:53,R_3rptXJD7VFhhz0A,,,,,45.5496,-122.8293,anonymous,EN,1,YES,,,20,40,40,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,65c6cf8f5d202dbf6f0aa11e,-,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,40,75,60,85,65c6cf8f5d202dbf6f0aa11e,Against Malaria Foundation
2024-03-04 14:49:26,2024-03-04 14:57:53,IP Address,99.54.136.148,100,506,True,2024-03-04 14:57:54,R_7MgIeaekwFSK1wQ,,,,,36.5818,-87.4162,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Male,,White or Caucasian,6537deb965cbfe64469ac68f,-,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,71,72,72,72,6537deb965cbfe64469ac68f,Against Malaria Foundation
2024-03-04 14:52:55,2024-03-04 14:57:54,IP Address,107.133.12.19,100,299,True,2024-03-04 14:57:55,R_6DtrSJYKmZd7ZJQ,,,,,41.945,-87.7996,anonymous,EN,0.8999999761581421,YES,Donate all to United to Beat Malaria,,,,,100,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,65da5ea53cf757c346ee5b18,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,,,,,,48,,,47,65da5ea53cf757c346ee5b18,Against Malaria Foundation
2024-03-04 14:52:11,2024-03-04 14:57:56,IP Address,108.209.22.211,100,345,True,2024-03-04 14:57:57,R_6PAbNmmZMRhfIdP,,,,,42.7686,-86.117,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,30,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Female,,White or Caucasian,6268a3f5379f921275a284f1,-,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,51,51,51,51,6268a3f5379f921275a284f1,Against Malaria Foundation
2024-03-04 14:53:04,2024-03-04 14:58:04,IP Address,76.29.105.98,100,299,True,2024-03-04 14:58:04,R_1OuZ4xhaHC2jItu,,,,,40.4591,-90.6805,anonymous,EN,0.8999999761581421,YES,Donate all to The Malaria Consortium,,,,,80,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,5fecd134b890b19cd8336b78,-,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,90,90,,,5fecd134b890b19cd8336b78,Against Malaria Foundation
2024-03-04 14:49:13,2024-03-04 14:58:09,IP Address,107.12.1.149,100,535,True,2024-03-04 14:58:09,R_6MxH3AZXN6BG8rT,,,,,34.7221,-76.7543,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,100,Not at all important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,5d29cc8869a747001acdb3c1,Very much so,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,95,92,92,92,5d29cc8869a747001acdb3c1,Against Malaria Foundation
2024-03-04 14:52:12,2024-03-04 14:58:10,IP Address,76.144.58.3,100,357,True,2024-03-04 14:58:10,R_11uFn2fmT2WdTu9,,,,,44.5928,-123.2746,anonymous,EN,0.800000011920929,YES,Donate all to Against Malaria Foundation,,,,,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Non-binary / third gender,,White or Caucasian,5c3bdbf548ad2900017fac31,-,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,80,,75,,5c3bdbf548ad2900017fac31,Against Malaria Foundation
2024-03-04 14:52:53,2024-03-04 14:58:17,IP Address,99.132.235.78,100,324,True,2024-03-04 14:58:18,R_6MSPT33G6tmX7vJ,,,,,41.6078,-87.7524,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,70,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,62e0532289a4e5d9fedadde1,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,80,85,75,80,62e0532289a4e5d9fedadde1,Against Malaria Foundation
2024-03-04 14:49:30,2024-03-04 14:58:19,IP Address,73.15.155.236,100,528,True,2024-03-04 14:58:20,R_6Fah4Yt1R492oEW,,,,,37.7506,-122.4121,anonymous,EN,0.8999999761581421,YES,,Split donation equally among the three charities,,,,30,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Female,,Asian,5f556bd46e6c4c93a5a90c77,Very much so,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,94,80,95,70,5f556bd46e6c4c93a5a90c77,Against Malaria Foundation
2024-03-04 14:52:38,2024-03-04 14:58:22,IP Address,104.6.145.230,100,344,True,2024-03-04 14:58:22,R_6GIhuz65UYLfxGZ,,,,,33.852,-84.1152,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,0,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Male,,White or Caucasian,5de197e923a5111f4fda41de,Very much so,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100,100,100,100,5de197e923a5111f4fda41de,Against Malaria Foundation
2024-03-04 14:53:43,2024-03-04 14:58:27,IP Address,32.218.239.156,100,283,True,2024-03-04 14:58:27,R_6PnckoP13D5EsUC,,,,,41.217,-73.0552,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,0,Not at all important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5ff591cba89e1b000bfb9852,Not at all,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,32,15,,,5ff591cba89e1b000bfb9852,Against Malaria Foundation
2024-03-04 14:50:40,2024-03-04 14:58:29,IP Address,98.242.195.39,100,469,True,2024-03-04 14:58:30,R_6O7WWB0FlSXfBId,,,,,26.0219,-80.3003,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,1,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,Black or African American,5c6f2e7632cb70000169b490,-,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,,,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,,,,,59,63,,,5c6f2e7632cb70000169b490,Against Malaria Foundation
2024-03-04 14:50:02,2024-03-04 14:58:30,IP Address,72.193.184.28,100,508,True,2024-03-04 14:58:30,R_31yn5mTUiiSiiuY,,,,,35.9854,-115.1193,anonymous,EN,1,YES,,,10,0,90,70,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,611edc7240c940f33a5dd554,-,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,72,,19,87,611edc7240c940f33a5dd554,Against Malaria Foundation
2024-03-04 14:48:56,2024-03-04 14:58:32,IP Address,47.41.233.85,100,576,True,2024-03-04 14:58:32,R_58YhZsTJ1eHR6IN,,,,,33.9249,-117.4592,anonymous,EN,0.8999999761581421,YES,,,70,20,10,90,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Female,,White or Caucasian,6525cdd9428fa1db34392f35,-,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,80,75,80,75,6525cdd9428fa1db34392f35,Against Malaria Foundation
2024-03-04 14:51:27,2024-03-04 14:58:34,IP Address,107.77.205.232,100,426,True,2024-03-04 14:58:35,R_63gIjjI0JHbxgQS,,,,,47.6034,-122.3414,anonymous,EN,0.8999999761581421,YES,Donate all to Against Malaria Foundation,,,,,20,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Male,,White or Caucasian,62db76a315d362749f584469,-,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,90,,90,,62db76a315d362749f584469,Against Malaria Foundation
2024-03-04 14:53:06,2024-03-04 14:58:36,IP Address,69.213.191.116,100,329,True,2024-03-04 14:58:36,R_7NLh3zTn16MguIw,,,,,32.7185,-97.1432,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,50,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,5d4c7ac3e8ec490018b0050d,-,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,,,,,80,80,,,5d4c7ac3e8ec490018b0050d,Against Malaria Foundation
2024-03-04 14:50:00,2024-03-04 14:58:39,IP Address,76.157.54.94,100,519,True,2024-03-04 14:58:39,R_5dlR71pBIauVmtX,,,,,41.8883,-87.7613,anonymous,EN,1,YES,,,33,33,34,0,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,5bdbf2d92562330001b8d056,-,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,50,50,50,50,5bdbf2d92562330001b8d056,Against Malaria Foundation
2024-03-04 14:51:17,2024-03-04 14:58:39,IP Address,172.59.197.38,100,441,True,2024-03-04 14:58:39,R_16AjXIihLQXmnTj,,,,,32.7368,-96.9068,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,50,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,6384e535ba619451063f5223,-,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,55,,50,,6384e535ba619451063f5223,Against Malaria Foundation
2024-03-04 14:51:03,2024-03-04 14:58:47,IP Address,172.58.228.63,100,464,True,2024-03-04 14:58:47,R_6asDdH3rYhiCvak,,,,,40.7252,-73.944,anonymous,EN,1,YES,,,10,80,10,50,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,64f9db6943940e98c173b596,-,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,75,75,75,75,64f9db6943940e98c173b596,Against Malaria Foundation
2024-03-04 14:53:18,2024-03-04 14:58:47,IP Address,104.56.108.29,100,328,True,2024-03-04 14:58:48,R_6EUBnEwcv7tNXPj,,,,,32.5281,-92.3273,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,30,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,Black or African American,65c245f331a97eb6978abc46,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,67,57,43,81,65c245f331a97eb6978abc46,Against Malaria Foundation
2024-03-04 14:49:47,2024-03-04 14:58:51,IP Address,216.82.28.48,100,543,True,2024-03-04 14:58:51,R_6Qof4hTAWYoEsy5,,,,,41.5114,-90.434,anonymous,EN,1,YES,,,25,50,25,50,Moderately important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",35-44 years old,Male,,White or Caucasian,62c63362e7342ad8be294866,-,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,100,100,100,100,62c63362e7342ad8be294866,Against Malaria Foundation
